company_name,ticker,date,card_spend
"Copart, Inc.",CPRT,2015-11-26,12344.0
"Copart, Inc.",CPRT,2015-11-27,874.0
"Copart, Inc.",CPRT,2015-11-28,410.0
"Copart, Inc.",CPRT,2015-11-29,0.0
"Copart, Inc.",CPRT,2015-11-30,545.0
"Copart, Inc.",CPRT,2015-12-01,1088.0
"Copart, Inc.",CPRT,2015-12-02,0.0
"Copart, Inc.",CPRT,2015-12-03,9926.0
"Copart, Inc.",CPRT,2015-12-04,13552.0
"Copart, Inc.",CPRT,2015-12-05,15402.0
"Copart, Inc.",CPRT,2015-12-06,411.0
"Copart, Inc.",CPRT,2015-12-07,12136.0
"Copart, Inc.",CPRT,2015-12-08,3414.0
"Copart, Inc.",CPRT,2015-12-09,411.0
"Copart, Inc.",CPRT,2015-12-10,0.0
"Copart, Inc.",CPRT,2015-12-11,1699.0
"Copart, Inc.",CPRT,2015-12-12,4562.0
"Copart, Inc.",CPRT,2015-12-13,0.0
"Copart, Inc.",CPRT,2015-12-14,2134.0
"Copart, Inc.",CPRT,2015-12-15,3897.0
"Copart, Inc.",CPRT,2015-12-16,0.0
"Copart, Inc.",CPRT,2015-12-17,4671.0
"Copart, Inc.",CPRT,2015-12-18,6027.0
"Copart, Inc.",CPRT,2015-12-19,5.0
"Copart, Inc.",CPRT,2015-12-20,1442.0
"Copart, Inc.",CPRT,2015-12-21,1736.0
"Copart, Inc.",CPRT,2015-12-22,3006.0
"Copart, Inc.",CPRT,2015-12-23,3511.0
"Copart, Inc.",CPRT,2015-12-24,8679.0
"Copart, Inc.",CPRT,2015-12-25,0.0
"Copart, Inc.",CPRT,2015-12-26,258.0
"Copart, Inc.",CPRT,2015-12-27,3590.0
"Copart, Inc.",CPRT,2015-12-28,2145.0
"Copart, Inc.",CPRT,2015-12-29,694.0
"Copart, Inc.",CPRT,2015-12-30,0.0
"Copart, Inc.",CPRT,2015-12-31,155.0
"Copart, Inc.",CPRT,2016-01-01,929.0
"Copart, Inc.",CPRT,2016-01-02,7068.0
"Copart, Inc.",CPRT,2016-01-03,1858.0
"Copart, Inc.",CPRT,2016-01-04,3595.0
"Copart, Inc.",CPRT,2016-01-05,9796.0
"Copart, Inc.",CPRT,2016-01-06,943.0
"Copart, Inc.",CPRT,2016-01-07,6314.0
"Copart, Inc.",CPRT,2016-01-08,778.0
"Copart, Inc.",CPRT,2016-01-09,208.0
"Copart, Inc.",CPRT,2016-01-10,2029.0
"Copart, Inc.",CPRT,2016-01-11,3174.0
"Copart, Inc.",CPRT,2016-01-12,5815.0
"Copart, Inc.",CPRT,2016-01-13,1663.0
"Copart, Inc.",CPRT,2016-01-14,1913.0
"Copart, Inc.",CPRT,2016-01-15,207.0
"Copart, Inc.",CPRT,2016-01-16,2686.0
"Copart, Inc.",CPRT,2016-01-17,98.0
"Copart, Inc.",CPRT,2016-01-18,2607.0
"Copart, Inc.",CPRT,2016-01-19,1079.0
"Copart, Inc.",CPRT,2016-01-20,10645.0
"Copart, Inc.",CPRT,2016-01-21,488.0
"Copart, Inc.",CPRT,2016-01-22,3650.0
"Copart, Inc.",CPRT,2016-01-23,2332.0
"Copart, Inc.",CPRT,2016-01-24,1412.0
"Copart, Inc.",CPRT,2016-01-25,1579.0
"Copart, Inc.",CPRT,2016-01-26,7523.0
"Copart, Inc.",CPRT,2016-01-27,622.0
"Copart, Inc.",CPRT,2016-01-28,827.0
"Copart, Inc.",CPRT,2016-01-29,0.0
"Copart, Inc.",CPRT,2016-01-30,0.0
"Copart, Inc.",CPRT,2016-01-31,0.0
"Copart, Inc.",CPRT,2016-02-01,415.0
"Copart, Inc.",CPRT,2016-02-02,3038.0
"Copart, Inc.",CPRT,2016-02-03,12080.0
"Copart, Inc.",CPRT,2016-02-04,16951.0
"Copart, Inc.",CPRT,2016-02-05,623.0
"Copart, Inc.",CPRT,2016-02-06,12670.0
"Copart, Inc.",CPRT,2016-02-07,15066.0
"Copart, Inc.",CPRT,2016-02-08,3957.0
"Copart, Inc.",CPRT,2016-02-09,4897.0
"Copart, Inc.",CPRT,2016-02-10,0.0
"Copart, Inc.",CPRT,2016-02-11,2839.0
"Copart, Inc.",CPRT,2016-02-12,4946.0
"Copart, Inc.",CPRT,2016-02-13,520.0
"Copart, Inc.",CPRT,2016-02-14,484.0
"Copart, Inc.",CPRT,2016-02-15,3125.0
"Copart, Inc.",CPRT,2016-02-16,1292.0
"Copart, Inc.",CPRT,2016-02-17,624.0
"Copart, Inc.",CPRT,2016-02-18,10319.0
"Copart, Inc.",CPRT,2016-02-19,2058.0
"Copart, Inc.",CPRT,2016-02-20,6827.0
"Copart, Inc.",CPRT,2016-02-21,0.0
"Copart, Inc.",CPRT,2016-02-22,2044.0
"Copart, Inc.",CPRT,2016-02-23,0.0
"Copart, Inc.",CPRT,2016-02-24,2648.0
"Copart, Inc.",CPRT,2016-02-25,865.0
"Copart, Inc.",CPRT,2016-02-26,0.0
"Copart, Inc.",CPRT,2016-02-27,0.0
"Copart, Inc.",CPRT,2016-02-28,3801.0
"Copart, Inc.",CPRT,2016-02-29,5770.0
"Copart, Inc.",CPRT,2016-03-01,52.0
"Copart, Inc.",CPRT,2016-03-02,11314.0
"Copart, Inc.",CPRT,2016-03-03,3860.0
"Copart, Inc.",CPRT,2016-03-04,626.0
"Copart, Inc.",CPRT,2016-03-05,209.0
"Copart, Inc.",CPRT,2016-03-06,3583.0
"Copart, Inc.",CPRT,2016-03-07,1357.0
"Copart, Inc.",CPRT,2016-03-08,6448.0
"Copart, Inc.",CPRT,2016-03-09,16927.0
"Copart, Inc.",CPRT,2016-03-10,5125.0
"Copart, Inc.",CPRT,2016-03-11,575.0
"Copart, Inc.",CPRT,2016-03-12,10429.0
"Copart, Inc.",CPRT,2016-03-13,12983.0
"Copart, Inc.",CPRT,2016-03-14,10296.0
"Copart, Inc.",CPRT,2016-03-15,1440.0
"Copart, Inc.",CPRT,2016-03-16,3926.0
"Copart, Inc.",CPRT,2016-03-17,298.0
"Copart, Inc.",CPRT,2016-03-18,11313.0
"Copart, Inc.",CPRT,2016-03-19,0.0
"Copart, Inc.",CPRT,2016-03-20,2103.0
"Copart, Inc.",CPRT,2016-03-21,8395.0
"Copart, Inc.",CPRT,2016-03-22,3900.0
"Copart, Inc.",CPRT,2016-03-23,5271.0
"Copart, Inc.",CPRT,2016-03-24,5101.0
"Copart, Inc.",CPRT,2016-03-25,13887.0
"Copart, Inc.",CPRT,2016-03-26,0.0
"Copart, Inc.",CPRT,2016-03-27,0.0
"Copart, Inc.",CPRT,2016-03-28,1886.0
"Copart, Inc.",CPRT,2016-03-29,11296.0
"Copart, Inc.",CPRT,2016-03-30,0.0
"Copart, Inc.",CPRT,2016-03-31,5220.0
"Copart, Inc.",CPRT,2016-04-01,3896.0
"Copart, Inc.",CPRT,2016-04-02,0.0
"Copart, Inc.",CPRT,2016-04-03,0.0
"Copart, Inc.",CPRT,2016-04-04,7750.0
"Copart, Inc.",CPRT,2016-04-05,1985.0
"Copart, Inc.",CPRT,2016-04-06,2122.0
"Copart, Inc.",CPRT,2016-04-07,2391.0
"Copart, Inc.",CPRT,2016-04-08,231.0
"Copart, Inc.",CPRT,2016-04-09,1942.0
"Copart, Inc.",CPRT,2016-04-10,0.0
"Copart, Inc.",CPRT,2016-04-11,0.0
"Copart, Inc.",CPRT,2016-04-12,462.0
"Copart, Inc.",CPRT,2016-04-13,1502.0
"Copart, Inc.",CPRT,2016-04-14,2261.0
"Copart, Inc.",CPRT,2016-04-15,210.0
"Copart, Inc.",CPRT,2016-04-16,693.0
"Copart, Inc.",CPRT,2016-04-17,2031.0
"Copart, Inc.",CPRT,2016-04-18,2913.0
"Copart, Inc.",CPRT,2016-04-19,352.0
"Copart, Inc.",CPRT,2016-04-20,10976.0
"Copart, Inc.",CPRT,2016-04-21,252.0
"Copart, Inc.",CPRT,2016-04-22,673.0
"Copart, Inc.",CPRT,2016-04-23,1569.0
"Copart, Inc.",CPRT,2016-04-24,5452.0
"Copart, Inc.",CPRT,2016-04-25,16118.0
"Copart, Inc.",CPRT,2016-04-26,1150.0
"Copart, Inc.",CPRT,2016-04-27,11982.0
"Copart, Inc.",CPRT,2016-04-28,2124.0
"Copart, Inc.",CPRT,2016-04-29,53.0
"Copart, Inc.",CPRT,2016-04-30,5714.0
"Copart, Inc.",CPRT,2016-05-01,632.0
"Copart, Inc.",CPRT,2016-05-02,2527.0
"Copart, Inc.",CPRT,2016-05-03,2676.0
"Copart, Inc.",CPRT,2016-05-04,4887.0
"Copart, Inc.",CPRT,2016-05-05,948.0
"Copart, Inc.",CPRT,2016-05-06,12283.0
"Copart, Inc.",CPRT,2016-05-07,53.0
"Copart, Inc.",CPRT,2016-05-08,0.0
"Copart, Inc.",CPRT,2016-05-09,1448.0
"Copart, Inc.",CPRT,2016-05-10,3431.0
"Copart, Inc.",CPRT,2016-05-11,264.0
"Copart, Inc.",CPRT,2016-05-12,791.0
"Copart, Inc.",CPRT,2016-05-13,0.0
"Copart, Inc.",CPRT,2016-05-14,2098.0
"Copart, Inc.",CPRT,2016-05-15,3218.0
"Copart, Inc.",CPRT,2016-05-16,5526.0
"Copart, Inc.",CPRT,2016-05-17,515.0
"Copart, Inc.",CPRT,2016-05-18,0.0
"Copart, Inc.",CPRT,2016-05-19,528.0
"Copart, Inc.",CPRT,2016-05-20,845.0
"Copart, Inc.",CPRT,2016-05-21,634.0
"Copart, Inc.",CPRT,2016-05-22,0.0
"Copart, Inc.",CPRT,2016-05-23,2626.0
"Copart, Inc.",CPRT,2016-05-24,9379.0
"Copart, Inc.",CPRT,2016-05-25,2750.0
"Copart, Inc.",CPRT,2016-05-26,4344.0
"Copart, Inc.",CPRT,2016-05-27,3848.0
"Copart, Inc.",CPRT,2016-05-28,0.0
"Copart, Inc.",CPRT,2016-05-29,0.0
"Copart, Inc.",CPRT,2016-05-30,5576.0
"Copart, Inc.",CPRT,2016-05-31,1667.0
"Copart, Inc.",CPRT,2016-06-01,10.0
"Copart, Inc.",CPRT,2016-06-02,2724.0
"Copart, Inc.",CPRT,2016-06-03,40650.0
"Copart, Inc.",CPRT,2016-06-04,7581.0
"Copart, Inc.",CPRT,2016-06-05,4865.0
"Copart, Inc.",CPRT,2016-06-06,212.0
"Copart, Inc.",CPRT,2016-06-07,1377.0
"Copart, Inc.",CPRT,2016-06-08,1444.0
